noise,visibility,t_onset,t_detect,participant
0.2,1.0,955.0831950000002,956.4638590830004,A
0.2,3.0,960.2876017920004,961.0796509590004,A
0.2,7.0,964.624471,965.527748375,A
0.2,5.0,969.4112095,970.351421458,A
0.2,4.0,973.798939375,974.4076300829996,A
0.2,6.0,978.48584975,979.8878385409998,A
0.2,3.0,983.589172292,985.711104084,A
0.2,3.5,989.2955660840004,989.7760525000004,A
0.2,6.0,993.582338709,994.3842852920002,A
0.2,4.0,997.85266575,998.632549291,A
0.05,7.0,0.0,1.6427318329999707,B
0.05,5.0,20.559033415999977,21.682577373999948,B
0.05,6.0,27.099058791000004,28.307013249000025,B
0.05,4.0,32.83485537500002,33.92140758400001,B
0.05,1.0,38.67051329100002,40.15057620800002,B
0.05,1.0,44.33214475,45.23680154199997,B
0.05,3.0,49.51637945800002,49.92204954099998,B
0.05,3.0,53.703644666,54.63455216599999,B
0.05,6.0,58.31113529100003,59.26185262500002,B
0.05,3.0,63.12753091600001,63.92963699899997,B
0.05,5.0,67.43281487500002,68.362854459,B
0.05,5.0,71.60209412500001,72.42745841700003,B
0.05,7.0,76.38948937499998,77.20246383300002,B
0.05,7.0,80.342578333,81.04254970800002,B
0.05,3.5,84.41317379100002,85.122515749,B
0.05,1.0,88.38278200000002,89.21858066600004,B
0.05,6.0,92.3029355,92.98670675,B
0.05,5.0,96.05453495799998,96.71436525,B
0.05,5.0,99.892561958,100.498715249,B
0.05,5.0,103.82938891599996,104.42696004100004,B
0.05,4.0,107.39638370800004,108.0817917500001,B
0.05,1.0,111.284372083,112.07390287400004,B
0.05,3.5,115.17189116600002,115.93880379099994,B
0.05,6.0,118.97464487499995,119.74678779200008,B
0.05,6.0,123.078959166,123.82737666599996,B
0.05,3.5,127.29947262500002,127.69082500000002,B
0.05,1.0,130.91749308299995,131.4343091659999,B
0.05,1.0,134.52017654099996,135.87423012399995,B
0.05,7.0,138.92370895800002,139.56204341600005,B
0.05,5.0,142.57735804100002,143.10705095800006,B
0.05,3.0,146.097630083,146.587130667,B
0.05,6.0,149.65060200000005,150.23542866700006,B
0.05,5.0,155.85624195800006,156.69925075000003,B
0.05,3.0,159.65777612500003,160.4593201670001,B
0.05,3.5,163.74672087500005,164.435459916,B
0.05,4.0,167.41479854099998,168.09091949999993,B
0.05,1.0,171.20132408300003,171.8350660000001,B
0.05,1.0,175.07262112499996,175.763650333,B
0.05,3.5,178.82473079099998,179.61934924899992,B
0.05,7.0,182.97741016600003,183.71524362500008,B
0.05,1.0,187.08304620800004,188.01371308300008,B
0.05,4.0,191.320086541,192.172245999,B
0.05,1.0,195.40677262500003,196.11579258300003,B
0.05,7.0,199.827150708,200.996281833,B
0.05,3.5,204.24690716600003,205.012328291,B
0.05,6.0,208.0665745,208.68422833300008,B
0.05,5.0,211.971090708,212.716269667,B
0.05,5.0,215.7740112500001,216.33212195800013,B
0.05,5.0,219.66064375,220.524236458,B
0.05,3.0,223.56357270800004,224.340095499,B
0.05,4.0,227.382065916,228.15553412400004,B
0.05,3.0,231.22051125,231.85304858299992,B
0.05,3.0,234.93955574999995,235.668763209,B
0.05,1.0,238.67615441600003,240.36442916600004,B
0.05,5.0,243.48074225000005,244.6046852080001,B
0.05,3.0,247.53363475000003,248.19812975,B
0.05,4.0,251.1877055,251.93292725000003,B
0.05,4.0,254.83867416600003,255.62782566600004,B
0.05,5.0,258.777016916,259.60729475000005,B
0.05,5.0,263.297600916,264.13324620700007,B
0.05,6.0,266.88181391600006,267.49239983300004,B
0.05,4.0,270.670506541,271.053418416,B
0.05,5.0,274.68966850000004,275.21296266600007,B
0.05,5.0,278.492975916,278.981483166,B
0.05,3.5,286.53399545800005,287.46967966600005,B
0.05,7.0,290.253678125,290.613607875,B
0.05,7.0,294.05642420799995,294.709310042,B
0.05,1.0,297.67612733299995,298.27731345799987,B
0.05,5.0,301.22844,302.1093545,B
0.05,3.0,305.29975825,306.07790129199986,B
0.05,6.0,309.50321258300005,310.3737114580001,B
0.05,3.5,313.254337458,314.04450091599995,B
0.05,5.0,317.510103333,318.4062759579999,B
0.05,3.0,321.377468625,322.140935709,B
0.05,3.5,325.299862833,326.046121999,B
0.05,1.0,328.90132229100004,329.7409130410001,B
0.05,3.0,332.672976875,333.33423975000005,B
0.05,5.0,336.526135791,337.43827691600006,B
0.05,4.0,341.096086333,341.701743624,B
0.05,3.0,344.766288958,345.36641195800007,B
0.05,3.5,348.485439875,349.110125917,B
0.05,5.0,352.072666583,352.784308666,B
0.05,4.0,356.40912212499995,357.64645937499995,B
0.05,6.0,360.577988625,361.5415331659999,B
0.05,3.0,364.463813875,365.24580275,B
0.05,7.0,368.186167333,369.006667541,B
0.05,3.0,371.803887166,372.541692708,B
0.05,5.0,375.40731275,376.254098625,B
0.05,5.0,379.312190333,380.3431144160001,B
0.05,3.5,383.4494099580001,384.1193068330001,B
0.05,1.0,387.152345875,388.23907666700006,B
0.05,4.0,391.322405708,392.135034958,B
0.05,7.0,395.02357029100006,395.958466249,B
0.05,3.5,398.99318504100006,399.9672564570001,B
0.05,4.0,403.298259625,403.918321542,B
0.05,3.5,406.883542416,407.502212208,B
0.05,7.0,412.924324,413.6953853749999,B
0.05,5.0,416.743969041,417.3436518740001,B
0.05,6.0,420.579863416,421.135009624,B
0.05,4.0,424.248930416,425.150698041,B
0.05,3.0,428.086908291,428.679407291,B
0.05,6.0,431.940237458,432.6715290829999,B
0.05,6.0,435.80784925,436.694720375,B
0.05,5.0,439.461790333,439.9989862919999,B
0.05,4.0,442.797567875,443.486497458,B
0.05,3.5,446.317601458,447.111027291,B
0.05,5.0,449.820198583,450.3990037499999,B
0.05,5.0,453.39166687500006,453.975985667,B
0.05,7.0,456.793726666,457.447882291,B
0.05,6.0,460.397459625,461.496093917,B
0.05,7.0,464.298892541,464.991615583,B
0.05,4.0,468.020550791,468.656320124,B
0.05,5.0,471.806175791,472.448736416,B
0.05,4.0,475.443801958,476.04824875,B
0.05,1.0,478.694653333,479.3357825830001,B
0.05,7.0,481.9139665,482.511266167,B
0.05,5.0,485.735715375,486.320393833,B
0.05,7.0,489.304491583,489.9762089579999,B
0.05,6.0,492.84146891600005,493.4332012910001,B
0.05,7.0,496.559297375,497.26370729100006,B
0.05,3.5,500.281164958,500.832562542,B
0.05,5.0,503.65063929100006,504.40916425,B
0.05,3.5,507.387066333,508.088783624,B
0.05,4.0,517.793805208,518.591931416,B
0.05,5.0,521.582391791,522.1129025409999,B
0.05,4.0,524.80024975,525.4323231660001,B
0.05,1.0,528.002492,528.752682583,B
0.05,7.0,531.504975583,531.9520872490001,B
0.05,3.5,536.927318291,537.488243666,B
0.05,4.0,540.113255291,540.696546916,B
0.05,4.0,543.7508847080001,544.2973834580001,B
0.05,1.0,547.069141125,547.6005354160001,B
0.05,5.0,550.623786666,551.089713624,B
0.05,6.0,553.9768375,554.465223792,B
0.05,3.5,557.544020083,558.03234775,B
0.05,5.0,561.049268333,561.529793,B
0.05,3.0,564.41863975,564.937568291,B
0.05,1.0,567.837943208,568.561481708,B
0.05,1.0,571.222135625,571.760815666,B
0.05,3.5,574.493570333,574.939336166,B
0.05,6.0,582.45062725,583.042161125,B
0.05,3.5,585.970474291,586.370163625,B
0.05,6.0,589.070683083,589.785059416,B
0.05,1.0,592.757196125,594.2569632909999,B
0.05,1.0,597.330079041,598.1233364999999,B
0.05,7.0,600.998141333,601.6334048330001,B
0.05,1.0,604.686089291,605.298407458,B
0.05,3.0,608.2224932080001,609.066331458,B
0.05,7.0,611.925216583,612.4660698749999,B
0.05,7.0,615.428491916,616.026492624,B
0.05,3.5,618.864523208,619.308076708,B
0.05,4.0,622.4512171250001,622.99455575,B
0.05,3.5,625.9535792080001,626.5545529170001,B
0.05,7.0,629.455422666,629.9537022490001,B
0.05,5.0,632.8766202910001,633.4748187910002,B
0.05,1.0,636.5625554999999,637.042522667,B
0.05,5.0,639.781868,640.970170542,B
0.05,6.0,643.768328208,644.274082374,B
0.05,3.5,647.1722075,647.6908892910001,B
0.05,1.0,650.6396601250001,651.674211708,B
0.05,6.0,656.696973291,657.2190639579999,B
0.05,1.0,660.1657904159999,660.642835375,B
0.05,6.0,663.702682333,664.331204458,B
0.05,6.0,667.4885624159999,668.0672030829999,B
0.05,4.0,671.1422010000001,672.1073520840002,B
0.05,4.0,675.094973791,675.7712599580002,B
0.05,4.0,678.746946833,679.385971792,B
0.05,6.0,682.5694415,683.092341708,B
0.05,4.0,686.18826375,686.8033989590001,B
0.05,3.5,689.7908374579999,690.2515375829998,B
0.05,6.0,693.4610701659999,694.1554646249999,B
0.05,7.0,697.0126357080001,697.5545461669999,B
0.05,5.0,700.448865458,700.915793916,B
0.05,4.0,703.818364208,704.4112143330001,B
0.05,6.0,707.3562904580001,707.8916834580002,B
0.05,3.0,710.807641458,711.3947981250001,B
0.05,1.0,714.528861666,715.092933208,B
0.05,7.0,717.929602333,718.594885208,B
0.05,4.0,721.7342732909999,722.2927770829999,B
0.05,3.5,725.388126458,725.8520224580002,B
0.05,6.0,728.8244660830001,729.284871583,B
0.05,4.0,732.0087330829999,732.5952627080001,B
0.05,1.0,735.5966645000001,736.139997625,B
0.05,7.0,739.23331925,739.7642565419999,B
0.05,4.0,742.451272541,742.963509207,B
0.05,6.0,745.855497583,746.292317999,B
0.05,3.5,749.0916795830001,749.628465125,B
0.05,6.0,752.460964916,752.988350541,B
0.05,6.0,756.1140445410001,756.716166916,B
0.05,7.0,759.7486275000001,760.227135458,B
0.05,4.0,763.2202226249999,763.7966027919999,B
0.05,1.0,766.839692458,767.396632958,B
0.2,5.0,0.0,1.015912999999955,B
0.2,6.0,6.382090167000115,6.985886500000106,B
0.2,4.0,10.053090000000113,10.898097624999991,B
0.2,6.0,13.85678883300011,14.538429749000215,B
0.2,1.0,17.33003941700008,20.439096251000137,B
0.2,3.5,23.428326333000086,24.200372625,B
0.2,3.5,27.4818089580001,28.1205993330002,B
0.2,3.5,32.63673079199998,33.90452312499997,B
0.2,7.0,36.95632649999993,37.52862733300003,B
0.2,7.0,40.32575033300009,40.89609387500013,B
0.2,6.0,43.96328816699997,44.848821874999885,B
0.2,7.0,47.78737020800008,48.50117400000022,B
0.2,4.0,51.31930145799993,52.112819415999866,B
0.2,3.5,54.836815791999925,55.44913845899987,B
0.2,6.0,58.13948570799994,59.56769349999991,B
0.2,6.0,62.71217370799991,63.464839708,B
0.2,3.5,66.59910070799992,67.28184195799986,B
0.2,6.0,70.252240583,71.49728483299987,B
0.2,7.0,74.77265795800008,75.40062312500004,B
0.2,3.5,78.20631583299996,79.5041322919999,B
0.2,3.0,82.44349162499998,83.04800062499999,B
0.2,3.5,86.63243241700002,87.54529941700002,B
0.2,6.0,90.35056212500012,91.25641904200006,B
0.2,6.0,94.02072220800004,94.60101091600018,B
0.2,3.0,97.57508845799998,98.14538695800002,B
0.2,5.0,100.84213408300002,101.824809124,B
0.2,4.0,104.915032375,105.63396662499986,B
0.2,6.0,108.33242474999996,109.05775099999984,B
0.2,7.0,111.97049608299994,112.65123341699996,B
0.2,1.0,115.48800487500012,116.5686192500002,B
0.2,7.0,119.61005262499998,120.24966987499988,B
0.2,1.0,123.16293112500011,124.1935104590002,B
0.2,3.5,129.4855151669999,130.40981933299986,B
0.2,3.5,133.18589216700002,133.729023417,B
0.2,7.0,136.77480916700006,137.60222150100003,B
0.2,3.0,140.45954970799994,141.12904224999988,B
0.2,4.0,143.96273958300003,144.6595152079999,B
0.2,3.0,147.7841591670001,148.45976562500027,B
0.2,3.0,151.1353912080001,151.71319608300018,B
0.2,6.0,154.471988625,155.097766375,B
0.2,6.0,157.8242727920001,158.46500208299994,B
0.2,7.0,161.26192641700004,162.44396745900008,B
0.2,7.0,165.3826502920001,166.35471808400007,B
0.2,6.0,169.28403516699996,170.09769233299994,B
0.2,6.0,173.389066167,174.18644033400005,B
0.2,6.0,177.47591775,178.51481129100011,B
0.2,7.0,181.61195591699996,182.418237958,B
0.2,6.0,185.21322720800003,186.0435754990001,B
0.2,1.0,189.1023747920001,190.01121850100023,B
0.2,3.5,193.00581758299995,193.7477534159998,B
0.2,3.5,196.8424722919999,197.50697324999987,B
0.2,5.0,200.31003116700003,200.9616464590001,B
0.2,5.0,204.181401458,204.77893825,B
0.2,7.0,207.70118241699996,208.3868928750001,B
0.2,3.5,211.38831741700005,212.0676464170001,B
0.2,3.0,215.10795299999995,215.699570708,B
0.2,4.0,218.82671029199992,219.41111020799983,B
0.2,7.0,222.295314083,222.937948042,B
0.2,6.0,226.03400345799992,226.62917870799996,B
0.2,4.0,229.419847958,230.05231504100016,B
0.2,1.0,233.623389375,234.539171292,B
0.2,5.0,237.693360083,238.4673282499998,B
0.2,3.5,241.42990491699996,242.5154164999999,B
0.2,7.0,245.6330895420001,246.37189350100016,B
0.2,1.0,251.38698279200003,252.11486275099992,B
0.2,6.0,255.091745708,255.81188570799983,B
0.2,3.5,258.9281491669999,259.515921209,B
0.2,3.5,262.73134937500004,263.55661091599995,B
0.2,1.0,266.7348971670001,267.804140834,B
0.2,3.5,270.88642075000007,271.88298791600005,B
0.2,3.0,274.989735917,275.8207614170001,B
0.2,3.0,278.75957275,279.5472702909999,B
0.2,1.0,282.68178891699995,283.6603443749998,B
0.2,3.0,286.7686194170001,287.6205040000002,B
0.2,5.0,290.6883666670001,291.52416275,B
0.2,7.0,294.658358333,295.308357291,B
0.2,3.0,298.35980904200005,299.4060159590001,B
0.2,6.0,302.7647091250001,303.43647454100005,B
0.2,1.0,306.752253333,307.8850520000001,B
0.2,6.0,310.70359533300007,311.4517466660002,B
0.2,5.0,314.3570930420001,314.9478858750001,B
0.2,7.0,317.876196125,318.4597534999998,B
0.2,7.0,321.514411375,322.252763875,B
0.2,3.5,325.183429833,325.81408020799995,B
0.2,4.0,329.1041123330001,329.700922667,B
0.2,3.5,332.924108292,333.924738834,B
0.2,4.0,336.8917355000001,337.56394375000013,B
0.2,6.0,340.5965168330001,341.2690908740001,B
0.2,6.0,344.9006797500001,345.9489867919999,B
0.2,6.0,348.7535540419999,349.52548045799995,B
0.2,7.0,352.7399022080001,353.48482683300017,B
0.2,1.0,356.32530795799994,357.8840970409999,B
0.2,1.0,360.878386958,361.476466458,B
0.2,4.0,364.3820343330001,365.236413458,B
0.2,4.0,368.0185664580001,368.597944417,B
0.2,1.0,371.623549875,372.173583708,B
0.2,6.0,377.445248083,378.0297237080001,B
0.2,3.0,381.09799387499993,381.6775728749999,B
0.2,6.0,384.484235125,385.10938354199993,B
0.2,5.0,388.152419708,389.381718458,B
0.2,3.5,392.6406347919999,393.1977193339999,B
0.2,3.0,396.0765027079999,396.597896542,B
0.2,1.0,399.32819025,400.1568485,B
0.2,3.5,404.283922458,405.016312875,B
0.2,1.0,408.0711677920001,409.2140713330002,B
0.2,7.0,412.104779458,412.8053682079999,B
0.2,7.0,415.7919582920001,416.5491461260001,B
0.2,6.0,420.231193333,421.3587666669998,B
0.2,5.0,424.6517893330001,425.27053512400016,B
0.2,6.0,428.5367495830001,429.1829533750001,B
0.2,1.0,432.123744625,433.3903653340001,B
0.2,1.0,436.56166525,437.19854125000006,B
0.2,3.5,440.264450375,441.318984541,B
0.2,1.0,444.33480600000007,446.1108180420001,B
0.2,3.5,449.32266612500007,450.6389790830001,B
0.2,3.5,453.6586777499999,454.486218708,B
0.2,7.0,457.31247195800006,458.006912417,B
0.2,3.5,460.9634489580001,462.165936958,B
0.2,3.0,465.167745875,465.767068875,B
0.2,1.0,469.43957725,470.519084667,B
0.2,7.0,473.676347375,474.310915625,B
0.2,4.0,477.328792042,478.047115458,B
0.2,1.0,481.032780792,481.887260792,B
0.2,1.0,484.8356947499999,487.607210167,B
0.2,7.0,490.724446042,491.3031545839999,B
0.2,6.0,494.375584208,495.062248792,B
0.2,1.0,497.878507833,499.0143934999999,B
0.2,5.0,502.032013667,502.862455959,B
0.2,3.0,508.120301083,508.6862286659998,B
0.2,3.5,511.6086781670001,512.183489125,B
0.2,3.0,515.144750333,516.4316530420001,B
0.2,3.0,519.229764833,520.3190567080001,B
0.2,1.0,524.9531648330001,536.2241316670002,B
0.2,1.0,539.9829244580001,541.1044640410003,B
0.2,7.0,543.9997524580001,544.894636625,B
0.2,3.0,548.15591625,549.2559746669999,B
0.2,3.0,552.2074177500001,553.6231244170001,B
0.2,3.5,556.478893833,557.178011792,B
0.2,3.5,560.3829122080001,561.1045302920002,B
0.2,3.5,563.9008421670001,564.694705375,B
0.2,1.0,567.6723791669999,568.640350876,B
0.2,6.0,571.492552125,572.0807158329999,B
0.2,1.0,574.8934595000001,575.6792911670002,B
0.2,1.0,578.6318254170001,580.216666667,B
0.2,3.5,583.1691324579999,584.6328552079999,B
0.2,3.0,588.0062707500001,589.3047214580001,B
0.2,5.0,592.24265025,592.8002683340001,B
0.2,5.0,595.777977833,596.4958145829999,B
0.2,4.0,599.464622,600.5133029579999,B
0.2,3.5,603.786336458,605.5288124160002,B
0.2,3.0,608.924079292,609.7851679580001,B
0.2,6.0,612.7754829580001,613.5280265000001,B
0.2,4.0,616.496747375,617.2888180000002,B
0.2,7.0,620.130636458,621.7620755830001,B
0.2,6.0,624.787448,625.537330334,B
0.2,3.0,628.8903045,630.3692632499999,B
0.2,6.0,633.2593158750001,633.954379583,B
0.2,1.0,636.9309384579999,637.9695456669999,B
0.2,3.0,640.9675239170001,641.6493162510001,B
0.2,4.0,644.687603333,645.281365499,B
0.2,6.0,650.440446417,651.0886337919999,B
0.2,7.0,653.927171458,654.576956874,B
0.2,4.0,657.3965570830001,657.976796041,B
0.2,4.0,660.9514965420001,661.6819766250001,B
0.2,5.0,664.687362208,665.2821061239999,B
0.2,5.0,668.455914958,669.1048887489999,B
0.2,7.0,671.9768185830001,672.498073833,B
0.2,3.5,675.496989792,676.457880167,B
0.2,7.0,679.316826583,680.194115708,B
0.2,5.0,683.2367147079999,684.2105127499999,B
0.2,7.0,687.7906984169999,688.5622767079999,B
0.2,7.0,691.258462,692.1055637089999,B
0.2,1.0,695.2129512500001,696.7624754590001,B
0.2,5.0,699.632344542,700.36951525,B
0.2,1.0,703.437051208,704.2667947909999,B
0.2,6.0,707.3738419169999,708.099257334,B
0.2,6.0,710.841583417,711.5226637500002,B
0.2,3.0,714.6468600420001,715.3703223750001,B
0.2,6.0,718.4499536669998,719.2264635419995,B
0.2,3.5,722.068171833,722.6818622910002,B
0.2,3.0,725.4540535419999,726.7140339589998,B
0.2,6.0,729.6752483329999,730.4340603329999,B
0.2,3.0,733.362809125,734.4113137500001,B
0.2,6.0,737.4659907500002,738.1149792079998,B
0.2,7.0,740.9173399580002,741.6098026660004,B
0.2,3.0,744.3865910420002,745.1700034170001,B
0.2,3.0,748.1411310420001,749.0112043329998,B
0.2,5.0,752.029207542,752.731914959,B
0.2,3.5,755.5144647499999,756.7951762079999,B
0.2,4.0,759.6673342500001,760.3549412499999,B
0.2,7.0,763.2876575829998,763.9234539169995,B
0.2,5.0,766.7907204169999,767.5874273330003,B
